name,gender,status,affiliation,faction,role,weapon,emotion,mission_count,location,rank,loyalty
Ethan Stone 44056,Male,Active,Independent,Crime Syndicate,Tracker,Unarmed,Angry,224,Prague,Agent,Low
Benjamin Hayes 44057,Female,Inactive,High Table,Assassin,Enforcer,Rifle,Focused,110,Casablanca,Master,Absolute
Michael Hayes 44058,Male,Deceased,High Table,Crime Syndicate,Manager,Rifle,Fearful,163,London,Elite,Absolute
Benjamin Ward 44059,Male,Deceased,Independent,Contractor,Operative,Shotgun,Angry,250,Osaka,Senior Agent,Medium
James Carter 44060,Female,Missing,Ruska Roma,Security,Bodyguard,Rifle,Angry,37,Prague,Master,Absolute
Leo Mitchell 44061,Female,Missing,Continental,Security,Hitman,Knife,Focused,184,Casablanca,Senior Agent,Absolute
Michael Murphy 44062,Male,Active,Ruska Roma,Security,Enforcer,Unarmed,Determined,1,Tokyo,Master,High
Ryan Cooper 44063,Female,Inactive,High Table,Handler,Hitman,Knife,Neutral,80,Prague,Elite,High
Samuel Russell 44064,Female,Missing,Underworld,Crime Syndicate,Tracker,Rifle,Angry,193,Osaka,Senior Agent,Medium
David Russell 44065,Male,Inactive,Ruska Roma,Security,Operative,Pistol,Determined,120,Berlin,Agent,Medium
Matthew Morgan 44066,Male,Active,Underworld,Handler,Manager,Pistol,Neutral,67,Marrakesh,Agent,Low
Noah Murphy 44067,Male,Inactive,Independent,Security,Manager,Knife,Determined,7,Tokyo,Agent,Low
Henry Griffin 44068,Male,Missing,Underworld,Crime Syndicate,Enforcer,Rifle,Calm,171,New York,Master,Low
Alex Russell 44069,Female,Active,Continental,Handler,Manager,Shotgun,Angry,216,Casablanca,Elite,Absolute
Lucas Hunter 44070,Female,Deceased,Independent,Contractor,Manager,Rifle,Determined,85,Casablanca,Agent,High
Joseph Hayes 44071,Female,Deceased,Independent,Assassin,Tracker,Shotgun,Fearful,96,Prague,Novice,Medium
William Hayes 44072,Female,Missing,Underworld,Contractor,Bodyguard,Pistol,Fearful,15,London,Master,Low
Oliver Stone 44073,Female,Inactive,Underworld,Security,Tracker,Shotgun,Determined,79,Casablanca,Master,Medium
William Murphy 44074,Male,Missing,Underworld,Handler,Manager,Rifle,Focused,41,Paris,Master,Medium
James Hayes 44075,Male,Inactive,High Table,Security,Hitman,Sword,Focused,55,London,Senior Agent,Absolute
Benjamin Carter 44076,Female,Active,Continental,Contractor,Bodyguard,Pistol,Neutral,165,New York,Senior Agent,Low
Ryan Morgan 44077,Female,Inactive,Continental,Assassin,Hitman,Pistol,Fearful,69,Osaka,Elite,Absolute
David Griffin 44078,Male,Active,High Table,Handler,Operative,Rifle,Neutral,105,Prague,Novice,Medium
Samuel Bennett 44079,Female,Active,High Table,Security,Hitman,Rifle,Determined,34,Marrakesh,Agent,Medium
Daniel Hayes 44080,Male,Inactive,Underworld,Contractor,Bodyguard,Pistol,Calm,171,Tokyo,Master,Medium
Joseph Cooper 44081,Male,Active,Independent,Crime Syndicate,Manager,Pistol,Calm,246,London,Novice,Absolute
David Collins 44082,Female,Active,Underworld,Assassin,Hitman,Pistol,Focused,217,London,Master,Medium
Joseph Cooper 44083,Male,Missing,Underworld,Security,Manager,Shotgun,Neutral,95,Osaka,Senior Agent,Low
Ryan Stone 44084,Male,Deceased,Independent,Crime Syndicate,Bodyguard,Rifle,Neutral,111,Rome,Agent,High
Ryan Murphy 44085,Female,Missing,High Table,Contractor,Bodyguard,Rifle,Focused,1,Marrakesh,Master,Absolute
Joseph Parker 44086,Female,Deceased,High Table,Assassin,Bodyguard,Sword,Angry,195,Berlin,Senior Agent,High
Matthew Brooks 44087,Male,Inactive,Underworld,Assassin,Tracker,Pistol,Focused,159,Marrakesh,Master,Absolute
Samuel Brooks 44088,Female,Active,Continental,Assassin,Manager,Shotgun,Fearful,68,Marrakesh,Agent,Medium
Oliver Bailey 44089,Male,Missing,Independent,Handler,Enforcer,Sword,Angry,105,Rome,Agent,High
Daniel Morgan 44090,Female,Inactive,Continental,Contractor,Hitman,Rifle,Determined,23,Prague,Agent,High
Oliver Cooper 44091,Male,Deceased,Ruska Roma,Contractor,Enforcer,Unarmed,Calm,244,New York,Novice,Absolute
Jack Ward 44092,Female,Missing,Ruska Roma,Handler,Tracker,Pistol,Focused,234,Berlin,Agent,Low
James Morgan 44093,Female,Missing,Independent,Crime Syndicate,Hitman,Shotgun,Angry,219,Marrakesh,Elite,Medium
Andrew Bennett 44094,Male,Active,Ruska Roma,Contractor,Enforcer,Rifle,Fearful,150,London,Agent,Medium
Ryan Griffin 44095,Male,Active,Independent,Security,Operative,Knife,Fearful,152,Osaka,Novice,High
Jack Bennett 44096,Female,Active,Continental,Security,Hitman,Shotgun,Focused,177,Rome,Master,Absolute
Lucas Bailey 44097,Female,Active,High Table,Assassin,Tracker,Knife,Focused,33,London,Agent,Low
Ryan Russell 44098,Female,Inactive,Ruska Roma,Assassin,Tracker,Rifle,Calm,238,Rome,Elite,Low
Thomas Ward 44099,Female,Missing,Underworld,Handler,Enforcer,Knife,Neutral,18,Rome,Senior Agent,High
Joseph Collins 44100,Male,Inactive,Continental,Handler,Tracker,Shotgun,Neutral,109,New York,Senior Agent,High
Ryan Collins 44101,Male,Deceased,Independent,Contractor,Manager,Pistol,Focused,239,Berlin,Senior Agent,High
Andrew Parker 44102,Female,Active,Ruska Roma,Contractor,Manager,Unarmed,Focused,29,London,Novice,Low
Andrew Hunter 44103,Male,Active,High Table,Contractor,Hitman,Rifle,Focused,239,London,Novice,Low
Jack Bennett 44104,Female,Inactive,Underworld,Assassin,Bodyguard,Sword,Angry,23,Rome,Novice,High
James Hayes 44105,Female,Inactive,Underworld,Crime Syndicate,Hitman,Shotgun,Focused,201,Casablanca,Agent,Absolute
David Parker 44106,Female,Missing,Independent,Security,Operative,Sword,Determined,107,Prague,Novice,High
Alex Turner 44107,Male,Missing,Ruska Roma,Security,Bodyguard,Unarmed,Fearful,242,Osaka,Elite,Absolute
Ryan Carter 44108,Female,Missing,Ruska Roma,Contractor,Manager,Unarmed,Fearful,226,Tokyo,Elite,Absolute
Matthew Morgan 44109,Male,Inactive,Continental,Contractor,Tracker,Rifle,Focused,161,London,Elite,High
Michael Hayes 44110,Male,Active,Underworld,Contractor,Enforcer,Sword,Angry,89,Casablanca,Elite,Low
Leo Ward 44111,Female,Missing,Independent,Security,Hitman,Pistol,Angry,118,Casablanca,Elite,High
Alex Murphy 44112,Female,Deceased,Independent,Contractor,Manager,Unarmed,Fearful,168,Marrakesh,Agent,Absolute
Alex Walker 44113,Male,Active,Ruska Roma,Security,Manager,Rifle,Angry,190,Osaka,Novice,Medium
David Hunter 44114,Male,Inactive,High Table,Contractor,Enforcer,Knife,Focused,14,New York,Elite,Medium
Benjamin Cooper 44115,Male,Deceased,Underworld,Crime Syndicate,Tracker,Shotgun,Angry,89,London,Elite,Absolute
Thomas Griffin 44116,Male,Inactive,Underworld,Handler,Manager,Knife,Calm,198,Marrakesh,Agent,High
Henry Reed 44117,Male,Inactive,High Table,Crime Syndicate,Enforcer,Shotgun,Angry,155,Marrakesh,Senior Agent,High
Daniel Hayes 44118,Female,Active,Independent,Security,Enforcer,Shotgun,Determined,12,London,Elite,Absolute
Jack Carter 44119,Female,Deceased,Independent,Handler,Hitman,Unarmed,Focused,128,London,Senior Agent,Low
Benjamin Cooper 44120,Male,Inactive,High Table,Security,Enforcer,Pistol,Focused,148,London,Agent,High
David Mitchell 44121,Female,Missing,Continental,Assassin,Operative,Shotgun,Calm,186,Paris,Elite,Medium
Oliver Carter 44122,Female,Deceased,Continental,Contractor,Operative,Sword,Determined,76,Berlin,Elite,Absolute
William Collins 44123,Female,Active,High Table,Crime Syndicate,Operative,Unarmed,Determined,222,Osaka,Elite,Low
Ryan Hunter 44124,Male,Inactive,Ruska Roma,Security,Manager,Unarmed,Focused,17,Osaka,Agent,Medium
Matthew Brooks 44125,Female,Deceased,Ruska Roma,Security,Enforcer,Shotgun,Determined,128,Osaka,Master,High
Henry Russell 44126,Female,Active,Independent,Security,Manager,Sword,Angry,102,Berlin,Master,Absolute
Leo Hayes 44127,Male,Inactive,Ruska Roma,Security,Hitman,Knife,Determined,177,New York,Novice,Low
Andrew Collins 44128,Female,Missing,Ruska Roma,Contractor,Operative,Shotgun,Determined,10,Paris,Novice,Medium
Oliver Collins 44129,Male,Inactive,Underworld,Assassin,Operative,Shotgun,Determined,81,Paris,Agent,Medium
Daniel Foster 44130,Male,Deceased,Continental,Crime Syndicate,Manager,Knife,Neutral,97,Osaka,Agent,High
Andrew Walker 44131,Female,Active,Continental,Crime Syndicate,Manager,Pistol,Neutral,69,Prague,Elite,Low
Jack Ward 44132,Male,Inactive,Ruska Roma,Handler,Hitman,Sword,Determined,140,Paris,Master,Absolute
Joseph Turner 44133,Male,Active,High Table,Handler,Tracker,Rifle,Fearful,208,Tokyo,Master,Absolute
Henry Mitchell 44134,Male,Deceased,Independent,Assassin,Bodyguard,Sword,Calm,102,Paris,Elite,Absolute
Michael Walker 44135,Male,Deceased,High Table,Contractor,Bodyguard,Sword,Focused,221,New York,Novice,Absolute
Noah Russell 44136,Female,Missing,High Table,Assassin,Bodyguard,Knife,Neutral,137,London,Senior Agent,Medium
Noah Murphy 44137,Male,Active,High Table,Contractor,Manager,Knife,Focused,129,London,Senior Agent,Low
David Parker 44138,Female,Missing,Continental,Contractor,Enforcer,Sword,Angry,41,New York,Master,Medium
Andrew Mitchell 44139,Male,Inactive,High Table,Contractor,Bodyguard,Sword,Neutral,52,New York,Novice,Low
Joseph Ward 44140,Female,Missing,Ruska Roma,Contractor,Tracker,Pistol,Focused,42,Marrakesh,Senior Agent,High
Jack Murphy 44141,Female,Missing,High Table,Crime Syndicate,Tracker,Knife,Fearful,81,Paris,Novice,Low
Ethan Hunter 44142,Male,Active,Independent,Handler,Operative,Pistol,Fearful,30,Osaka,Master,High
Oliver Ward 44143,Male,Deceased,Independent,Handler,Enforcer,Rifle,Fearful,13,Rome,Elite,Medium
Matthew Foster 44144,Male,Active,Underworld,Security,Bodyguard,Sword,Focused,47,Prague,Novice,Absolute
Jack Carter 44145,Female,Deceased,Ruska Roma,Assassin,Operative,Sword,Focused,108,Rome,Agent,Low
Alex Walker 44146,Female,Inactive,Independent,Crime Syndicate,Bodyguard,Rifle,Determined,39,Paris,Agent,Low
Leo Russell 44147,Male,Active,Independent,Contractor,Operative,Sword,Calm,71,Berlin,Elite,Medium
Daniel Cooper 44148,Male,Deceased,High Table,Assassin,Enforcer,Knife,Determined,197,Berlin,Elite,Medium
Jack Cooper 44149,Male,Missing,Underworld,Crime Syndicate,Manager,Sword,Calm,236,Prague,Novice,Low
Samuel Mitchell 44150,Female,Missing,Underworld,Security,Manager,Knife,Angry,2,London,Elite,Medium
Jack Hunter 44151,Male,Missing,Underworld,Assassin,Bodyguard,Sword,Neutral,165,Marrakesh,Senior Agent,High
David Carter 44152,Male,Inactive,Underworld,Handler,Manager,Pistol,Neutral,172,Casablanca,Novice,Medium
James Morgan 44153,Female,Missing,Continental,Assassin,Tracker,Knife,Calm,244,Paris,Agent,Medium
Joseph Hayes 44154,Female,Inactive,Underworld,Crime Syndicate,Tracker,Shotgun,Calm,67,Prague,Master,High
James Bailey 44155,Female,Deceased,Continental,Handler,Operative,Sword,Neutral,217,Berlin,Elite,High
Jack Cooper 44156,Male,Inactive,Ruska Roma,Assassin,Hitman,Sword,Angry,57,Casablanca,Senior Agent,High
David Bailey 44157,Male,Deceased,High Table,Crime Syndicate,Hitman,Sword,Fearful,75,Berlin,Master,Medium
Benjamin Hunter 44158,Female,Deceased,Underworld,Crime Syndicate,Tracker,Rifle,Determined,62,Osaka,Senior Agent,Absolute
Thomas Murphy 44159,Female,Missing,Underworld,Assassin,Bodyguard,Shotgun,Neutral,213,Marrakesh,Novice,Absolute
Henry Stone 44160,Male,Active,Independent,Handler,Tracker,Shotgun,Neutral,156,Rome,Agent,Low
William Bailey 44161,Female,Missing,High Table,Assassin,Operative,Pistol,Angry,182,London,Novice,Absolute
Daniel Carter 44162,Female,Missing,Independent,Security,Enforcer,Rifle,Focused,230,Marrakesh,Master,Medium
Andrew Foster 44163,Female,Deceased,Ruska Roma,Crime Syndicate,Operative,Shotgun,Fearful,175,Osaka,Agent,Medium
Andrew Murphy 44164,Female,Active,Underworld,Handler,Bodyguard,Unarmed,Determined,68,Rome,Master,Low
Lucas Carter 44165,Male,Deceased,Underworld,Security,Hitman,Shotgun,Focused,198,Rome,Master,High
Michael Stone 44166,Male,Active,High Table,Security,Bodyguard,Sword,Calm,226,Paris,Novice,Medium
James Parker 44167,Male,Inactive,Ruska Roma,Assassin,Hitman,Pistol,Focused,231,London,Agent,Low
Samuel Parker 44168,Female,Active,High Table,Assassin,Manager,Shotgun,Focused,117,Casablanca,Senior Agent,Low
Noah Stone 44169,Female,Missing,Underworld,Handler,Hitman,Pistol,Angry,129,Marrakesh,Novice,Low
David Collins 44170,Male,Active,Ruska Roma,Contractor,Hitman,Pistol,Neutral,183,New York,Senior Agent,Medium
Daniel Murphy 44171,Male,Deceased,Underworld,Handler,Tracker,Unarmed,Fearful,190,Rome,Agent,Low
Leo Griffin 44172,Male,Active,Continental,Security,Hitman,Sword,Determined,70,Paris,Agent,High
Jack Walker 44173,Female,Inactive,Ruska Roma,Handler,Manager,Knife,Determined,196,Prague,Novice,High
Matthew Griffin 44174,Male,Deceased,Underworld,Assassin,Enforcer,Unarmed,Calm,58,Marrakesh,Elite,Absolute
Noah Morgan 44175,Male,Deceased,High Table,Security,Bodyguard,Knife,Fearful,223,Prague,Agent,Absolute
James Russell 44176,Female,Active,High Table,Security,Enforcer,Unarmed,Determined,155,Prague,Elite,Medium
Samuel Collins 44177,Male,Active,Ruska Roma,Handler,Tracker,Unarmed,Focused,197,Berlin,Master,Medium
Jack Russell 44178,Female,Missing,Underworld,Security,Bodyguard,Pistol,Determined,237,Rome,Senior Agent,Low
Lucas Turner 44179,Female,Deceased,High Table,Handler,Operative,Pistol,Focused,249,Berlin,Master,Low
Andrew Hunter 44180,Female,Missing,Ruska Roma,Assassin,Enforcer,Rifle,Determined,229,Casablanca,Elite,Medium
Michael Parker 44181,Female,Inactive,Underworld,Contractor,Enforcer,Rifle,Angry,33,Paris,Senior Agent,Medium
Daniel Bailey 44182,Male,Inactive,Underworld,Contractor,Operative,Rifle,Angry,59,Marrakesh,Senior Agent,Absolute
Henry Morgan 44183,Female,Active,Underworld,Security,Bodyguard,Shotgun,Calm,64,Paris,Elite,High
Joseph Collins 44184,Female,Missing,Independent,Security,Manager,Unarmed,Angry,175,Tokyo,Senior Agent,Medium
Noah Foster 44185,Female,Inactive,High Table,Security,Manager,Unarmed,Neutral,185,Rome,Agent,Low
Samuel Carter 44186,Male,Active,Independent,Handler,Bodyguard,Pistol,Calm,171,Marrakesh,Elite,Medium
Michael Collins 44187,Male,Active,Independent,Assassin,Manager,Sword,Angry,228,Berlin,Senior Agent,Low
Henry Murphy 44188,Female,Inactive,High Table,Crime Syndicate,Hitman,Pistol,Angry,138,Tokyo,Elite,Absolute
Samuel Reed 44189,Female,Missing,High Table,Assassin,Tracker,Sword,Neutral,140,Rome,Agent,Low
William Bailey 44190,Male,Active,Continental,Contractor,Enforcer,Shotgun,Neutral,194,Casablanca,Senior Agent,Low
Oliver Russell 44191,Male,Active,High Table,Contractor,Operative,Knife,Angry,165,Rome,Senior Agent,Absolute
Lucas Ward 44192,Male,Inactive,High Table,Security,Manager,Unarmed,Calm,10,Rome,Master,Absolute
Ryan Parker 44193,Female,Inactive,High Table,Security,Tracker,Knife,Angry,114,London,Elite,Low
Leo Foster 44194,Male,Inactive,Continental,Handler,Enforcer,Knife,Angry,15,Osaka,Novice,Absolute
David Cooper 44195,Male,Inactive,Underworld,Assassin,Tracker,Sword,Angry,183,Casablanca,Novice,Absolute
Alex Collins 44196,Female,Missing,Continental,Assassin,Enforcer,Sword,Angry,90,Osaka,Agent,Medium
Leo Cooper 44197,Male,Inactive,Continental,Assassin,Tracker,Pistol,Fearful,104,Prague,Agent,Low
Oliver Turner 44198,Female,Deceased,Continental,Contractor,Enforcer,Shotgun,Focused,19,Berlin,Elite,High
Benjamin Griffin 44199,Male,Missing,High Table,Crime Syndicate,Tracker,Sword,Calm,53,New York,Master,Low
Benjamin Walker 44200,Male,Active,Continental,Crime Syndicate,Tracker,Knife,Calm,67,Osaka,Elite,High
Thomas Russell 44201,Male,Inactive,Underworld,Contractor,Bodyguard,Shotgun,Determined,133,Prague,Master,Medium
David Morgan 44202,Male,Missing,Underworld,Crime Syndicate,Operative,Sword,Focused,66,Rome,Novice,Medium
William Carter 44203,Female,Deceased,Ruska Roma,Assassin,Hitman,Shotgun,Angry,30,Rome,Elite,High
William Ward 44204,Male,Missing,Underworld,Contractor,Hitman,Shotgun,Neutral,165,Paris,Novice,Absolute
William Morgan 44205,Male,Missing,Independent,Handler,Bodyguard,Knife,Calm,166,Prague,Senior Agent,Low
Henry Carter 44206,Female,Deceased,Underworld,Security,Operative,Rifle,Angry,118,New York,Novice,Low
Matthew Morgan 44207,Male,Deceased,High Table,Handler,Tracker,Knife,Calm,245,Berlin,Novice,High
Thomas Stone 44208,Female,Missing,High Table,Security,Bodyguard,Pistol,Focused,120,Rome,Novice,Low
Alex Brooks 44209,Male,Active,Ruska Roma,Crime Syndicate,Manager,Pistol,Determined,127,Casablanca,Master,High
Ryan Stone 44210,Female,Deceased,Underworld,Contractor,Manager,Pistol,Determined,233,Marrakesh,Master,Medium
Alex Russell 44211,Male,Deceased,Ruska Roma,Contractor,Bodyguard,Sword,Angry,33,Paris,Senior Agent,Absolute
Jack Mitchell 44212,Female,Inactive,Continental,Handler,Manager,Unarmed,Focused,29,Casablanca,Master,Low
James Mitchell 44213,Male,Inactive,High Table,Handler,Operative,Sword,Focused,57,Marrakesh,Novice,High
Daniel Griffin 44214,Female,Deceased,Continental,Contractor,Enforcer,Unarmed,Calm,109,Rome,Senior Agent,Low
Samuel Walker 44215,Male,Active,Independent,Assassin,Bodyguard,Knife,Neutral,60,Marrakesh,Senior Agent,Absolute
Henry Turner 44216,Female,Missing,Independent,Contractor,Bodyguard,Sword,Determined,93,Berlin,Novice,Absolute
Matthew Foster 44217,Male,Active,High Table,Assassin,Operative,Unarmed,Focused,234,Berlin,Elite,Low
Leo Hunter 44218,Female,Active,Ruska Roma,Contractor,Bodyguard,Sword,Determined,178,Berlin,Novice,Medium
Oliver Foster 44219,Male,Missing,Continental,Handler,Hitman,Sword,Determined,137,Prague,Senior Agent,Absolute
William Cooper 44220,Male,Deceased,Independent,Security,Hitman,Pistol,Calm,130,Osaka,Senior Agent,High
Benjamin Cooper 44221,Female,Deceased,Independent,Security,Manager,Knife,Determined,173,Paris,Agent,Low
Noah Mitchell 44222,Female,Inactive,Independent,Contractor,Tracker,Shotgun,Angry,225,Osaka,Agent,Low
Oliver Reed 44223,Male,Missing,Independent,Handler,Tracker,Knife,Angry,67,Osaka,Novice,Low
Samuel Turner 44224,Male,Deceased,Independent,Crime Syndicate,Bodyguard,Knife,Calm,102,Casablanca,Senior Agent,Medium
Jack Reed 44225,Female,Missing,Ruska Roma,Crime Syndicate,Manager,Pistol,Fearful,218,Marrakesh,Novice,High
Henry Bennett 44226,Male,Active,Independent,Contractor,Tracker,Knife,Focused,183,Tokyo,Elite,Medium
Thomas Hayes 44227,Male,Deceased,Continental,Security,Operative,Knife,Focused,250,Prague,Senior Agent,High
William Turner 44228,Male,Deceased,Continental,Assassin,Enforcer,Rifle,Determined,243,Rome,Agent,Low
Thomas Parker 44229,Female,Missing,Ruska Roma,Contractor,Operative,Unarmed,Angry,19,Osaka,Elite,Absolute
William Turner 44230,Female,Missing,High Table,Handler,Tracker,Shotgun,Angry,176,Casablanca,Agent,Low
Joseph Collins 44231,Female,Deceased,Ruska Roma,Assassin,Hitman,Sword,Determined,148,London,Senior Agent,Absolute
Benjamin Hunter 44232,Male,Active,Underworld,Handler,Manager,Knife,Calm,247,Prague,Novice,High
Matthew Parker 44233,Female,Inactive,Underworld,Assassin,Hitman,Rifle,Calm,119,London,Agent,High
Lucas Brooks 44234,Female,Deceased,Ruska Roma,Assassin,Hitman,Unarmed,Neutral,233,Rome,Master,High
Noah Collins 44235,Female,Inactive,Independent,Handler,Tracker,Sword,Focused,49,Rome,Novice,Absolute
Jack Foster 44236,Female,Active,Ruska Roma,Handler,Bodyguard,Rifle,Neutral,53,Berlin,Master,High
Ryan Hunter 44237,Female,Inactive,Underworld,Assassin,Operative,Rifle,Determined,12,Prague,Novice,Absolute
Samuel Bennett 44238,Male,Deceased,Underworld,Handler,Bodyguard,Sword,Neutral,222,New York,Master,Medium
Ethan Walker 44239,Male,Deceased,Ruska Roma,Handler,Bodyguard,Rifle,Angry,86,Tokyo,Elite,Absolute
Thomas Russell 44240,Male,Missing,Underworld,Assassin,Manager,Sword,Angry,187,Paris,Master,High
Benjamin Parker 44241,Female,Inactive,Ruska Roma,Handler,Hitman,Rifle,Angry,80,New York,Agent,High
Henry Bailey 44242,Female,Inactive,Independent,Security,Bodyguard,Pistol,Calm,29,Marrakesh,Master,Low
Daniel Hayes 44243,Male,Deceased,Independent,Handler,Bodyguard,Pistol,Angry,20,Marrakesh,Novice,High
Henry Morgan 44244,Male,Missing,Ruska Roma,Assassin,Enforcer,Unarmed,Calm,248,Tokyo,Novice,Absolute
Alex Parker 44245,Male,Active,Ruska Roma,Assassin,Tracker,Rifle,Determined,105,Rome,Agent,Low
Leo Cooper 44246,Female,Inactive,Continental,Assassin,Enforcer,Rifle,Neutral,100,Prague,Novice,Medium
Daniel Turner 44247,Male,Deceased,Continental,Handler,Tracker,Rifle,Determined,13,Osaka,Agent,High
